Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
ERR579148_1 - illumina_universal_adapter	(1, 2.5176763149058406e-05)	(2, 5.229020038650592e-05)	(3, 9.683370441945541e-05)	(4, 0.0001626806234246851)	(5, 0.00018011069022018706)	(6, 0.0002420842610486385)	(7, 0.0002788810687280316)	(8, 0.0003253612468493702)	(9, 0.0003853981435894325)	(10, 0.0005093452852463355)	(12, 0.0007833846687533943)	(14, 0.0011891178902709125)	(16, 0.0016103445044955435)	(18, 0.001992837636952392)	(20, 0.002382109128718603)	(22, 0.0026939136569492494)	(24, 0.002994098140649561)	(26, 0.00324683410918434)	(28, 0.003491823381365562)	(30, 0.0038346146950104343)	(32, 0.004269398027853789)	(34, 0.005002429170309066)	(36, 0.006018214729669154)	(38, 0.007584015730131748)	(40, 0.010413496573268236)	(42, 0.015048926003827564)	(44, 0.021651047971146035)	(46, 0.03054231871094043)	(48, 0.04299803811041498)	(50, 0.06144195379118865)	(52, 0.0877855630785015)	(54, 0.12084458976730358)	(56, 0.16037210791132528)	(58, 0.20822441962428756)	(60, 0.2680647439443784)	(62, 0.34142014839029267)	(64, 0.4261748165204652)	(66, 0.5201761350856515)	(68, 0.6215232584680979)	(70, 0.7327571030717703)	(72, 0.8576493416838071)	(74, 0.9984920280878167)	(76, 1.150392155199484)	(78, 1.3078253601816787)	(80, 1.4728774410275962)	(82, 1.6477716995907072)	(84, 1.8379192032739708)	(86, 2.042413588604021)	(88, 2.2495641224462966)	(90, 2.4075395961732404)
ERR579148_1 - polya	(1, 0.010099755370949199)	(2, 0.017017555214675094)	(3, 0.02128017488321952)	(4, 0.026848112887338207)	(5, 0.029846084376164546)	(6, 0.03319072052681254)	(7, 0.037040828614530084)	(8, 0.04280437070157607)	(9, 0.057056355318031514)	(10, 0.06871319665604556)	(12, 0.07730815626031642)	(14, 0.09140036526447977)	(16, 0.10306785830997994)	(18, 0.11469661787371235)	(20, 0.12786987502293506)	(22, 0.14302434976457984)	(24, 0.1634620714193501)	(26, 0.1870749702420343)	(28, 0.2017772315840402)	(30, 0.21842875539600975)	(32, 0.23201839747423614)	(34, 0.24538241702116517)	(36, 0.25611159147084084)	(38, 0.2664272860026454)	(40, 0.2765667431924066)	(42, 0.2900692349366555)	(44, 0.3000431064918594)	(46, 0.3104566030651276)	(48, 0.3211257406180632)	(50, 0.3308739896419698)	(52, 0.3400102496539454)	(54, 0.35040437948632974)	(56, 0.36145794684581056)	(58, 0.37165066257300244)	(60, 0.3801662185396494)	(62, 0.39180369313677954)	(64, 0.4012895228217094)	(66, 0.4385985807974813)	(68, 0.4597112333720552)	(70, 0.47628625855753337)	(72, 0.48731658582795356)	(74, 0.497363082661472)	(76, 0.5085986973852614)	(78, 0.5205344197920035)	(80, 0.5295186508880405)	(82, 0.5390771058512851)	(84, 0.5509740947762594)	(86, 0.5690432640209298)	(88, 0.5818127246227233)	(90, 0.5930367193019824)
ERR579148_2 - illumina_universal_adapter	(1, 2.130341497228019e-05)	(2, 4.067015585617127e-05)	(3, 7.940363762395343e-05)	(4, 0.00013169383801045937)	(5, 0.00014912390480596133)	(6, 0.00020141410519246725)	(7, 0.00023046421651830388)	(8, 0.0002653243501093078)	(9, 0.00031567787640742465)	(10, 0.00042703663648979836)	(12, 0.0006962343347758843)	(14, 0.0011077775785585699)	(16, 0.0015406242373135356)	(18, 0.0019289273920355518)	(20, 0.0023133571985807897)	(22, 0.0026203200415904635)	(24, 0.0029253462105117483)	(26, 0.003176145504958138)	(28, 0.0034191981030509706)	(30, 0.0037581160685190643)	(32, 0.004206456119981143)	(34, 0.004954012318099339)	(36, 0.005992069629475901)	(38, 0.007593699100573694)	(40, 0.010461913425477962)	(42, 0.015196113234545137)	(44, 0.0218882905469737)	(46, 0.03090544510251339)	(48, 0.0435451485403849)	(50, 0.062272786975107575)	(52, 0.08919062012962779)	(54, 0.12288778093055408)	(56, 0.16321998715830144)	(58, 0.2120406359154583)	(60, 0.2731669118302395)	(62, 0.34783538130808156)	(64, 0.4342943226360365)	(66, 0.5301993918301093)	(68, 0.6336323132057506)	(70, 0.7471059213926453)	(72, 0.8743570290443401)	(74, 1.017774523648863)	(76, 1.1726029019821742)	(78, 1.3332248408509018)	(80, 1.5012090462666405)	(82, 1.6792058567193506)	(84, 1.8729691309256369)	(86, 2.081185803853571)	(88, 2.292244546006216)	(90, 2.453173447717953)
ERR579148_2 - polya	(1, 0.022943777925145764)	(2, 0.02790166359142188)	(3, 0.03287116930222833)	(4, 0.040129823785510714)	(5, 0.04606185651824655)	(6, 0.05186413208706032)	(7, 0.05733136303858277)	(8, 0.06555060786970615)	(9, 0.07541408900187187)	(10, 0.08878295023402188)	(12, 0.10270473191840698)	(14, 0.12093077176423689)	(16, 0.1456804982768055)	(18, 0.1650782259461108)	(20, 0.18372161905798856)	(22, 0.20269715177602504)	(24, 0.22058233698229845)	(26, 0.24024054731649208)	(28, 0.2586031226855534)	(30, 0.275314683394263)	(32, 0.29158080906264316)	(34, 0.30831560986041345)	(36, 0.32428155104509326)	(38, 0.3403849960900487)	(40, 0.3579670918014892)	(42, 0.37366964531014807)	(44, 0.3910028784012306)	(46, 0.4075536951606039)	(48, 0.42378496069539306)	(50, 0.4409681015446254)	(52, 0.4574337046441096)	(54, 0.475169765945577)	(56, 0.4907096388308113)	(58, 0.505843778494528)	(60, 0.5212693876085472)	(62, 0.536593321332926)	(64, 0.5534520692723532)	(66, 0.5710961385546222)	(68, 0.5872286337109034)	(70, 0.6091140192467446)	(72, 0.6360986676573142)	(74, 0.6548873113258211)	(76, 0.670759323817214)	(78, 0.6852253109204365)	(80, 0.6995489524781624)	(82, 0.713210251497659)	(84, 0.7276442834784231)	(86, 0.7440895514999792)	(88, 0.758069433407016)	(90, 0.768561365280864)
ERR579148_2 - polyg	(1, 0.007148264060244198)	(2, 0.00855428944841469)	(3, 0.01465674950092877)	(4, 0.021642332937748286)	(5, 0.027638275915400964)	(6, 0.03367488904890981)	(7, 0.037887155191156124)	(8, 0.041448698839703695)	(9, 0.045707445160071344)	(10, 0.056524738280768705)	(12, 0.07511099950703898)	(14, 0.08602125298397903)	(16, 0.09473144469650903)	(18, 0.10287031755296426)	(20, 0.11056375536909)	(22, 0.1180315706539184)	(24, 0.12476151311107055)	(26, 0.13169674302159196)	(28, 0.13918392504730423)	(30, 0.14640094103768625)	(32, 0.15340201786721286)	(34, 0.16053091518657317)	(36, 0.16713497382798004)	(38, 0.1737535575250498)	(40, 0.18036826787394283)	(42, 0.1868057725437482)	(44, 0.19296730115595817)	(46, 0.19955199305648114)	(48, 0.20566800982761393)	(50, 0.21150320885593032)	(52, 0.21773445773532227)	(54, 0.22366164878283712)	(56, 0.22915599317159704)	(58, 0.2350977092747748)	(60, 0.24053782678905983)	(62, 0.24615418164538821)	(64, 0.25184122510594287)	(66, 0.2573365378317469)	(68, 0.26294901933989856)	(70, 0.2686893213378839)	(72, 0.2745070902994048)	(74, 0.28057081687015106)	(76, 0.2865115646362847)	(78, 0.2923399853052917)	(80, 0.29842307861692186)	(82, 0.304525538669436)	(84, 0.3105757085215636)	(86, 0.3168253558047952)	(88, 0.3229452459241048)	(90, 0.32763877557731574)
ERR579149_1 - illumina_universal_adapter	(1, 0.15429299512739636)	(2, 0.15469690349160423)	(3, 0.15595583865277152)	(4, 0.15906121205031754)	(5, 0.1598952565945909)	(6, 0.1614164699143347)	(7, 0.16165252025705357)	(8, 0.16249705592766997)	(9, 0.16366157095174974)	(10, 0.16822258812939545)	(12, 0.17148795120367316)	(14, 0.176974810281094)	(16, 0.18218890007359526)	(18, 0.18803508022826593)	(20, 0.19362685056911738)	(22, 0.1991923930941112)	(24, 0.20419928314133698)	(26, 0.20915634033843325)	(28, 0.21361769181581988)	(30, 0.21779840566352965)	(32, 0.2225299036442501)	(34, 0.22837083823574925)	(36, 0.23543661182780073)	(38, 0.24354625249098683)	(40, 0.2599517513099483)	(42, 0.28814927613851016)	(44, 0.32573111348093997)	(46, 0.3806757649211356)	(48, 0.4696064201496769)	(50, 0.626729396608114)	(52, 0.8985571029384071)	(54, 1.275052154011833)	(56, 1.7607021291216358)	(58, 2.405198248191723)	(60, 3.2742333216007573)	(62, 4.353298121616284)	(64, 5.571687702249244)	(66, 6.916526828695119)	(68, 8.354755339065335)	(70, 9.878754052853246)	(72, 11.577133645933928)	(74, 13.408304670701904)	(76, 15.212807252305819)	(78, 17.021068279922133)	(80, 18.81121375512557)	(82, 20.656778605236227)	(84, 22.578490673126403)	(86, 24.463161196680815)	(88, 26.277299877830835)	(90, 27.60291401525305)
ERR579149_1 - polya	(1, 0.004831163680979535)	(2, 0.006063871026289189)	(3, 0.006934634512763242)	(4, 0.00809390397367147)	(5, 0.008849265070371853)	(6, 0.009672818488302131)	(7, 0.010800614570181177)	(8, 0.01417351168947525)	(9, 0.018406681168900315)	(10, 0.022697551843212215)	(12, 0.02594717822797532)	(14, 0.03235463364199975)	(16, 0.04010495322793598)	(18, 0.044571550268494145)	(20, 0.05058821122623956)	(22, 0.056764861860716664)	(24, 0.06135210685422003)	(26, 0.06617277940885649)	(28, 0.07046889564633993)	(30, 0.07469944234417923)	(32, 0.07871492095198579)	(34, 0.08258352379098949)	(36, 0.08684029830468644)	(38, 0.09135935097695991)	(40, 0.09728421457920355)	(42, 0.10191342407807916)	(44, 0.10716947837595267)	(46, 0.11280059044059058)	(48, 0.11717014456247543)	(50, 0.121788862935008)	(52, 0.12745931672343241)	(54, 0.1359282784638683)	(56, 0.14192133438734184)	(58, 0.14731377332767512)	(60, 0.15382876278671592)	(62, 0.16988805443635635)	(64, 1.3134496764274357)	(66, 1.370720735134205)	(68, 1.3782559866301085)	(70, 1.3846241003203466)	(72, 1.3907587864494513)	(74, 1.39754129963024)	(76, 1.4036418895987302)	(78, 1.409989021036282)	(80, 1.415877165696325)	(82, 1.421906940561999)	(84, 1.4289045218328207)	(86, 1.4355060630841918)	(88, 1.4406126188316768)	(90, 1.4449166034139174)
ERR579149_2 - illumina_universal_adapter	(1, 0.1738379635045188)	(2, 0.174215644052869)	(3, 0.17533819457157648)	(4, 0.17786131045708264)	(5, 0.17861667155378302)	(6, 0.17982315108323502)	(7, 0.17999625466789554)	(8, 0.18070965125922367)	(9, 0.18161713368789845)	(10, 0.18564572620363382)	(12, 0.1885858643612766)	(14, 0.19389437429086542)	(16, 0.19894585162504924)	(18, 0.20459532316078755)	(20, 0.21007693667503685)	(22, 0.21541429720206906)	(24, 0.22026382035414896)	(26, 0.2250949840351285)	(28, 0.22958780889154431)	(30, 0.23375278604973948)	(32, 0.23852624853583218)	(34, 0.2442098162321854)	(36, 0.2511365824001913)	(38, 0.2591780307421475)	(40, 0.2754261626659631)	(42, 0.30325125250934626)	(44, 0.34036361194792414)	(46, 0.39470240084180797)	(48, 0.48284884437620545)	(50, 0.6386866578576176)	(52, 0.9065067539248615)	(54, 1.2775254370472096)	(56, 1.756062428496417)	(58, 2.390988017560047)	(60, 3.247231785175304)	(62, 4.312243721454301)	(64, 5.514694658390567)	(66, 6.8427768332849865)	(68, 8.2617698635052)	(70, 9.762853334578281)	(72, 11.43332653158642)	(74, 13.228439555113297)	(76, 14.991297610698432)	(78, 16.75672336945603)	(80, 18.50582755840541)	(82, 20.308355185475243)	(84, 22.18787981155839)	(86, 24.034847849817428)	(88, 25.815698187080912)	(90, 27.118596413188815)
ERR579149_2 - polya	(1, 0.012458212532384796)	(2, 0.01477150589102972)	(3, 0.015574077056273877)	(4, 0.017619846693170748)	(5, 0.01883681734896581)	(6, 0.02014296257867689)	(7, 0.021601229140362353)	(8, 0.025456718071437227)	(9, 0.03029312731558829)	(10, 0.03569605738226464)	(12, 0.039499090681624216)	(14, 0.04602457126700808)	(16, 0.05484760852152228)	(18, 0.0601325134168392)	(20, 0.06618064775361379)	(22, 0.07232057944589018)	(24, 0.07765269440975087)	(26, 0.0838713095496002)	(28, 0.089392264787636)	(30, 0.09455914451159347)	(32, 0.09937194872147266)	(34, 0.10437621598711269)	(36, 0.10960866525071432)	(38, 0.11462604642428317)	(40, 0.12132200781274179)	(42, 0.12637610792851137)	(44, 0.1314485675153813)	(46, 0.1373157299227381)	(48, 0.14194756220319948)	(50, 0.1465820172652466)	(52, 0.1523154178117294)	(54, 0.1607529061731361)	(56, 0.1734209412323821)	(58, 1.4734603354118003)	(60, 1.8427138865269284)	(62, 1.8557150148475665)	(64, 1.8613776002912337)	(66, 1.8668067581737677)	(68, 1.873216836369378)	(70, 1.8796190462202307)	(72, 1.8860133877263263)	(74, 1.89142418613776)	(76, 1.897634932932852)	(78, 1.9036830672696268)	(80, 1.9087450357301536)	(82, 1.913678487892978)	(84, 1.9197869462062251)	(86, 1.9263176723547804)	(88, 1.9309993374853716)	(90, 1.9350567805985501)
ERR579149_2 - polyg	(1, 0.0018884027417509586)	(2, 0.002454923564276246)	(3, 0.002811621859940316)	(4, 0.003467317256381621)	(5, 0.006362868127066424)	(6, 0.00978297531490427)	(7, 0.010737667812122811)	(8, 0.01131467976099116)	(9, 0.016995624675758627)	(10, 0.04414141408842866)	(12, 0.093614943140718)	(14, 0.10303597459678668)	(16, 0.10635903886595122)	(18, 0.10838907181333349)	(20, 0.11037451747375776)	(22, 0.11219735067586459)	(24, 0.11340120742373083)	(26, 0.11465227424014082)	(28, 0.11612890027292666)	(30, 0.11740619490519431)	(32, 0.11873332238759152)	(34, 0.11991619688277164)	(36, 0.12083679321937522)	(38, 0.12193049314063932)	(40, 0.12382938700873333)	(42, 0.12532699529420527)	(44, 0.1265098697893854)	(46, 0.12750914957356194)	(48, 0.12863432287385523)	(50, 0.12973326835829085)	(52, 0.13089253781919907)	(54, 0.1319390276719194)	(56, 0.13323992733845896)	(58, 0.13432838169655154)	(60, 0.13552961566283198)	(62, 0.13670199903166902)	(64, 0.13781668120561924)	(66, 0.1389130039084691)	(68, 0.14010899231157806)	(70, 0.14145972482824715)	(72, 0.1427448878052721)	(74, 0.14393825342679528)	(76, 0.1452575125644352)	(78, 0.14641940480692917)	(80, 0.14765998049699613)	(82, 0.14877990823411788)	(84, 0.15012014962444392)	(86, 0.15142367207256924)	(88, 0.15282423743936785)	(90, 0.15408317260053514)
ERR579150_1 - illumina_universal_adapter	(1, 3.3471198625765275e-05)	(2, 4.8919444145349246e-05)	(3, 0.00010298830346389314)	(4, 0.00023687309796695426)	(5, 0.0002600454662463302)	(6, 0.0003089649103916795)	(7, 0.0003321372786710554)	(8, 0.00039135555316279397)	(9, 0.00047117148834731115)	(10, 0.0006282286511297482)	(12, 0.0009217453160018437)	(14, 0.0013169629305445337)	(16, 0.0018138814947578183)	(18, 0.0023082253513845054)	(20, 0.002767810655592128)	(22, 0.0031102467646095732)	(24, 0.0034977402563924715)	(26, 0.0037371880619460228)	(28, 0.0040281300192315204)	(30, 0.00438472701997525)	(32, 0.004971760349719441)	(34, 0.005727437026385758)	(36, 0.006788216552063858)	(38, 0.008539017710950041)	(40, 0.011465172883117904)	(42, 0.016516749168021864)	(44, 0.023764551024293343)	(46, 0.033463474503005484)	(48, 0.04696266637953528)	(50, 0.06644676604111056)	(52, 0.09426776886808799)	(54, 0.12999698604729912)	(56, 0.17360223373391148)	(58, 0.2259228666011558)	(60, 0.2908866010723863)	(62, 0.3695748143339739)	(64, 0.4625204708563442)	(66, 0.56577911861683)	(68, 0.679085562734012)	(70, 0.803452950643216)	(72, 0.9425322177022373)	(74, 1.0985903939410746)	(76, 1.2662321796120133)	(78, 1.4397159767969412)	(80, 1.6187044988020143)	(82, 1.8095263768750889)	(84, 2.0152210533221426)	(86, 2.232731062884092)	(88, 2.4536680082438016)	(90, 2.61922943018477)
ERR579150_1 - polya	(1, 0.009047522459303013)	(2, 0.015631049758232384)	(3, 0.019300008069133578)	(4, 0.024650250434082827)	(5, 0.027513325270379054)	(6, 0.03054633080739071)	(7, 0.03399901368101772)	(8, 0.04042805852475126)	(9, 0.05180054193475166)	(10, 0.0629425890157516)	(12, 0.07014790819684422)	(14, 0.08057933598394329)	(16, 0.09171623364977005)	(18, 0.1017949264975053)	(20, 0.11250184799637028)	(22, 0.1259984651653135)	(24, 0.1395877718073742)	(26, 0.1562319690009326)	(28, 0.1696384714043449)	(30, 0.1813096208943906)	(32, 0.19224955342984262)	(34, 0.20372759985089353)	(36, 0.2136852814420587)	(38, 0.2242093987022753)	(40, 0.23506436588736962)	(42, 0.2463583207159788)	(44, 0.25679489791825105)	(46, 0.2672095901060373)	(48, 0.27688534121647)	(50, 0.2867117127207187)	(52, 0.29753707076856717)	(54, 0.30858127896127646)	(56, 0.3193062234132476)	(58, 0.32913903168646286)	(60, 0.3380294969829834)	(62, 0.3477953628589471)	(64, 0.35763718260871535)	(66, 0.3714414773342569)	(68, 0.38512218609564186)	(70, 0.39774340268514197)	(72, 0.409735103269719)	(74, 0.42094538010176374)	(76, 0.43400172227339884)	(78, 0.4455956305358466)	(80, 0.45547220883803397)	(82, 0.46572340709407123)	(84, 0.4778335442276318)	(86, 0.4917807352242295)	(88, 0.5031686668797495)	(90, 0.5120964654362757)
ERR579150_2 - illumina_universal_adapter	(1, 2.8321783452570616e-05)	(2, 3.3471198625765275e-05)	(3, 8.239064277111452e-05)	(4, 0.0002059766069277863)	(5, 0.00022657426762056493)	(6, 0.0002703442965927195)	(7, 0.0002857925421123035)	(8, 0.00034501081660404207)	(9, 0.00042740145937515656)	(10, 0.0005844586221575936)	(12, 0.0008689638104765985)	(14, 0.0012667561326058859)	(16, 0.0017649620506124688)	(18, 0.0022734667989654416)	(20, 0.002731764749379766)	(22, 0.003094798519089989)	(24, 0.003491303487425978)	(26, 0.0037359007081527243)	(28, 0.004021693250265027)	(30, 0.004382152312388653)	(32, 0.004980771826272532)	(34, 0.005748034687078536)	(36, 0.006831986581036012)	(38, 0.008609822169581467)	(40, 0.011590046201067874)	(42, 0.016716289005983157)	(44, 0.02404004473605926)	(46, 0.033852255348581675)	(48, 0.04762694093687739)	(50, 0.06745476406126341)	(52, 0.09575337514555465)	(54, 0.13218162543452697)	(56, 0.1765863198267778)	(58, 0.22986088185485642)	(60, 0.29604502772213404)	(62, 0.37616477840186974)	(64, 0.4709281784803777)	(66, 0.576102408685292)	(68, 0.6916630092945399)	(70, 0.8185059785482574)	(72, 0.9603208724180381)	(74, 1.119467410406999)	(76, 1.2903970976660224)	(78, 1.4673245662480243)	(80, 1.6497825067260372)	(82, 1.8440120102899733)	(84, 2.0532288867154924)	(86, 2.2744130040035158)	(88, 2.4989687008761887)	(90, 2.6677420705314367)
ERR579150_2 - polya	(1, 0.01893182488425016)	(2, 0.023761976316706748)	(3, 0.027693554801440867)	(4, 0.033847105933408485)	(5, 0.038666958535518686)	(6, 0.043224190963795955)	(7, 0.04775052690103406)	(8, 0.05574756866500536)	(9, 0.06638111099765233)	(10, 0.07872940858297311)	(12, 0.09038510982749923)	(14, 0.10740521432870087)	(16, 0.131091236771603)	(18, 0.14913350018468377)	(20, 0.16631066184866786)	(22, 0.18355991532507665)	(24, 0.19954112531508628)	(26, 0.21767479084749125)	(28, 0.2341181608492951)	(30, 0.24910939577225805)	(32, 0.2638058266765556)	(34, 0.27844175195256815)	(36, 0.29249579331400966)	(38, 0.3069630752431)	(40, 0.3231798709772833)	(42, 0.33665202842415387)	(44, 0.35139609141880346)	(46, 0.3672653016287961)	(48, 0.38300835116704546)	(50, 0.3989354922977365)	(52, 0.41462833503804725)	(54, 0.43225349582209927)	(56, 0.44727820194368795)	(58, 0.4616000128941356)	(60, 0.47524982516448133)	(62, 0.48874644233342457)	(64, 0.5038715620508906)	(66, 0.5197407722608831)	(68, 0.5349457079135338)	(70, 0.5526069146037981)	(72, 0.5716919345894508)	(74, 0.5865582961944638)	(76, 0.6014298072146499)	(78, 0.6147487695601179)	(80, 0.6272348140013216)	(82, 0.6398032490852965)	(84, 0.655046805351746)	(86, 0.6719600594881039)	(88, 0.685581549974997)	(90, 0.6963451150407671)
ERR579150_2 - polyg	(1, 0.004884220291775133)	(2, 0.0060788846119562935)	(3, 0.010551151689875853)	(4, 0.015376153707159248)	(5, 0.01934635280569233)	(6, 0.022845380415878098)	(7, 0.025819167678398012)	(8, 0.028486564738112844)	(9, 0.03133419132888949)	(10, 0.036730778430397494)	(12, 0.04490032560267082)	(14, 0.05128173835605229)	(16, 0.057122462516248335)	(18, 0.06288980751022635)	(20, 0.06865071573523787)	(22, 0.0744167733754226)	(24, 0.079897038473495)	(26, 0.08566567082126633)	(28, 0.0917664404477087)	(30, 0.09779383090793303)	(32, 0.10365386537502855)	(34, 0.10931822206554269)	(36, 0.11478432627188881)	(38, 0.12023626958650865)	(40, 0.12579635061976557)	(42, 0.1309007084101948)	(44, 0.13578235399438332)	(46, 0.1408223440951476)	(48, 0.14569369084898975)	(50, 0.1505495893573123)	(52, 0.1551866377207741)	(54, 0.15959711181661534)	(56, 0.16363554066619324)	(58, 0.1682944740441411)	(60, 0.1727100975551555)	(62, 0.17719008875583486)	(64, 0.1818104015199838)	(66, 0.1863959557317136)	(68, 0.190936452560678)	(70, 0.19543575406825683)	(72, 0.20012300922965726)	(74, 0.2050123789366056)	(76, 0.2099313577807998)	(78, 0.21467139444772548)	(80, 0.21958393652295316)	(82, 0.224690869020969)	(84, 0.22992911160590124)	(86, 0.2351802277287665)	(88, 0.24025368902815653)	(90, 0.24427280757083497)
ERR579151_1 - illumina_universal_adapter	(1, 2.773369838276058e-05)	(2, 4.4800589695228627e-05)	(3, 0.00011946823918727634)	(4, 0.0002752036224135473)	(5, 0.0003050706822103664)	(6, 0.00038187169311647257)	(7, 0.0004181388371554672)	(8, 0.0005397404377568021)	(9, 0.0006720088454284294)	(10, 0.000978146208345825)	(12, 0.0014933529898409543)	(14, 0.0021738952809256177)	(16, 0.0029408387092796505)	(18, 0.0036299144460205483)	(20, 0.00428378971942948)	(22, 0.004750995869108293)	(24, 0.0053227367280759726)	(26, 0.0058283433832078384)	(28, 0.006317949827734266)	(30, 0.007133960568611644)	(32, 0.008736114990569581)	(34, 0.011302548771681966)	(36, 0.014618859089835914)	(38, 0.01969305921317407)	(40, 0.028098503184564583)	(42, 0.04305976678135689)	(44, 0.06375977258196658)	(46, 0.09051639143708837)	(48, 0.12691367052234054)	(50, 0.1775138032216872)	(52, 0.2441322800984922)	(54, 0.325330148878973)	(56, 0.4178721669787099)	(58, 0.5233039547421883)	(60, 0.6474634556789793)	(62, 0.7903592032347391)	(64, 0.9484583509077869)	(66, 1.1153682812208963)	(68, 1.288479893164674)	(70, 1.4681707917094076)	(72, 1.659645312024694)	(74, 1.8639168007822098)	(76, 2.075304116536318)	(78, 2.2867116992238596)	(80, 2.500254776686874)	(82, 2.718742985907676)	(84, 2.9470798580964788)	(86, 3.182673359135202)	(88, 3.4160993649772413)	(90, 3.589133109229406)
ERR579151_1 - polya	(1, 0.008791582387335104)	(2, 0.01629461448057887)	(3, 0.019110651547136096)	(4, 0.024567790044297756)	(5, 0.02728995920863641)	(6, 0.030065462408326526)	(7, 0.03348310739364825)	(8, 0.039093847912622125)	(9, 0.050562798874600655)	(10, 0.06294482852179623)	(12, 0.07164894309115494)	(14, 0.08494511810427458)	(16, 0.09834796118809713)	(18, 0.11249321404401205)	(20, 0.12862142633429435)	(22, 0.14644886099087429)	(24, 0.17070624694942652)	(26, 0.1939556196398361)	(28, 0.2088571491170348)	(30, 0.22478695879580962)	(32, 0.23689165145917762)	(34, 0.24871047369306173)	(36, 0.2589036745294333)	(38, 0.26896354027742614)	(40, 0.28006341971477255)	(42, 0.29065662581628005)	(44, 0.3008487599719446)	(46, 0.3112222298478041)	(48, 0.3221429069263696)	(50, 0.33240437532799094)	(52, 0.34159169625763397)	(54, 0.35167822902330254)	(56, 0.3620410320920917)	(58, 0.37123688646739095)	(60, 0.3800092686019995)	(62, 0.38941739243799756)	(64, 0.3983124428539145)	(66, 0.41288436799264105)	(68, 0.4250509281370167)	(70, 0.4366084135976787)	(72, 0.4474714899180646)	(74, 0.4576006899120144)	(76, 0.46897043956823925)	(78, 0.47968951399317616)	(80, 0.4881162915787073)	(82, 0.4969686747663431)	(84, 0.5080589540773262)	(86, 0.5205615186444161)	(88, 0.5310597901629981)	(90, 0.5396081693491305)
ERR579151_2 - illumina_universal_adapter	(1, 2.5600336968702072e-05)	(2, 4.4800589695228627e-05)	(3, 0.00011946823918727634)	(4, 0.0002752036224135473)	(5, 0.0003050706822103664)	(6, 0.0003861384159445896)	(7, 0.0004181388371554672)	(8, 0.000531206992100568)	(9, 0.0006656087611862539)	(10, 0.000973879485517708)	(12, 0.0014954863512550128)	(14, 0.002179228684460764)	(16, 0.0029483054742288554)	(18, 0.0036693816321806305)	(20, 0.0043424571583160895)	(22, 0.0048277968800143995)	(24, 0.005421938033829694)	(26, 0.0059456782609810565)	(28, 0.006451284916112923)	(30, 0.0073014294396152365)	(32, 0.008940917686319199)	(34, 0.011578819074802542)	(36, 0.014946330066893894)	(38, 0.020098397881845188)	(40, 0.028679844169895528)	(42, 0.043885377648597526)	(44, 0.06483285337323799)	(46, 0.09198521077066764)	(48, 0.1288230289879229)	(50, 0.18012503759249482)	(52, 0.24788272946440704)	(54, 0.33033714811776826)	(56, 0.42424878424533075)	(58, 0.5313936612242982)	(60, 0.6575051878549527)	(62, 0.8024212286698259)	(64, 0.9627646725504633)	(66, 1.1327530433840591)	(68, 1.308802293994995)	(70, 1.4913092296062862)	(72, 1.685729922034387)	(74, 1.8933337213206625)	(76, 2.107940279448585)	(78, 2.322270567273387)	(80, 2.5387726170177003)	(82, 2.760417134450602)	(84, 2.9920991173366485)	(86, 3.231446267783407)	(88, 3.468656856773987)	(90, 3.6448394424733013)
ERR579151_2 - polya	(1, 0.012919636723538313)	(2, 0.016879155508030902)	(3, 0.01968025904468972)	(4, 0.024734192234594318)	(5, 0.028371573445564072)	(6, 0.031883086333104375)	(7, 0.03556953485659747)	(8, 0.04275682946056058)	(9, 0.051778814880614005)	(10, 0.06282536028260895)	(12, 0.07196041385760747)	(14, 0.08555419278798826)	(16, 0.10533471981913875)	(18, 0.11972744259908445)	(20, 0.13344175644935957)	(22, 0.1471475368539784)	(24, 0.1597525027689431)	(26, 0.1744566963153414)	(28, 0.18737953308100078)	(30, 0.19921648888690438)	(32, 0.21067157299969153)	(34, 0.22253306246185683)	(36, 0.23414068191574916)	(38, 0.24527682849713456)	(40, 0.2589943423895308)	(42, 0.27050276053766936)	(44, 0.28251571866023284)	(46, 0.29498308276399077)	(48, 0.3080445880215639)	(50, 0.3216298335062885)	(52, 0.334919608435166)	(54, 0.3508792851737377)	(56, 0.363180247087199)	(58, 0.374521196364334)	(60, 0.38529680486674356)	(62, 0.3960457463514773)	(64, 0.4078603018625333)	(66, 0.42130687885534407)	(68, 0.43376250947132466)	(70, 0.448286433978235)	(72, 0.4624743540624311)	(74, 0.4735592999698791)	(76, 0.48499838387206073)	(78, 0.49616119747112186)	(80, 0.5061495956117439)	(82, 0.5159353244180303)	(84, 0.5290085631633807)	(86, 0.5435388877545333)	(88, 0.5545587661388525)	(90, 0.562968476833071)
