Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
SRR10898059_1 - illumina_universal_adapter	(1, 6.357344198270026e-05)	(2, 6.710529987062805e-05)	(3, 8.123273142233921e-05)	(4, 0.00010242387874990596)	(5, 0.0001306787418533283)	(6, 0.00015186988918089504)	(7, 0.00016952917862053402)	(8, 0.0001765928943963896)	(9, 0.0002119114732756675)	(10, 0.00047326895698232406)	(15, 0.0013802500626021812)	(20, 0.0030917883950919893)	(25, 0.00548356255679669)	(30, 0.008657290054888604)	(35, 0.01254939744738503)	(40, 0.018479386841215795)	(45, 0.026067230327639856)	(50, 0.03834184923134411)	(55, 0.05570940720944023)	(60, 0.08577823252410229)	(65, 0.134370946089368)	(70, 0.22206415196030474)	(75, 0.3809483109066244)	(80, 0.6524231547190389)	(85, 1.1619678240682694)	(90, 1.9759190865485308)	(95, 3.4313193149184613)	(100, 5.445990652584912)	(105, 8.522125147146028)	(110, 12.029909185338127)	(115, 16.592765836762474)	(120, 21.19639354927348)	(125, 26.544846295310645)	(130, 31.402271196533412)	(135, 36.42908965303381)	(140, 38.96241432154246)
SRR10898059_1 - polya	(1, 0.002528810247756299)	(2, 0.010729784263524632)	(3, 0.01428283329877999)	(4, 0.020318778429248587)	(5, 0.025549459961269647)	(6, 0.03161012809695374)	(7, 0.03920362255599849)	(8, 0.05516762020943211)	(9, 0.07301409811713123)	(10, 0.10957094637191664)	(15, 0.1554836861718228)	(20, 0.20025916773181612)	(25, 0.2525801104835784)	(30, 0.30570843594852104)	(35, 0.3419347023049964)	(40, 0.3772843615336881)	(45, 0.4164611419697383)	(50, 0.4545303317721344)	(55, 0.5012250249084278)	(60, 0.5391070262427637)	(65, 0.5794125884597956)	(70, 0.6267599689337781)	(75, 0.6722432348145121)	(80, 0.7117760265256655)	(85, 0.7566553447075639)	(90, 0.7979590099637243)	(95, 0.8526575994456398)	(100, 0.8881612476782449)	(105, 0.9221151166696273)	(110, 0.953698402646633)	(115, 0.9799528214423331)	(120, 1.0052190264009908)	(125, 1.027683055311367)	(130, 1.0533843851618172)	(135, 1.0833529057124622)	(140, 1.0987857119395514)
SRR10898059_2 - illumina_universal_adapter	(1, 6.357344198270026e-05)	(2, 6.357344198270026e-05)	(3, 8.123273142233921e-05)	(4, 0.00012714688396540052)	(5, 0.00015893360495675065)	(6, 0.0001765928943963896)	(7, 0.00019072032594810075)	(8, 0.00020131589961188412)	(9, 0.00024016633637908986)	(10, 0.000495872847465062)	(15, 0.0013823691773349378)	(20, 0.0032408327979625414)	(25, 0.006431513213916509)	(30, 0.010750975410852199)	(35, 0.0159696486260543)	(40, 0.023279181710909664)	(45, 0.031979560432030985)	(50, 0.04565703328882015)	(55, 0.06407072757332048)	(60, 0.09462906839124934)	(65, 0.143105937017791)	(70, 0.22914693976875516)	(75, 0.3826485472938729)	(80, 0.6419702681139279)	(85, 1.126109577303716)	(90, 1.8940153021274853)	(95, 3.2565093023838982)	(100, 5.128545146503231)	(105, 7.96695523122897)	(110, 11.171903646678588)	(115, 15.307085507339025)	(120, 19.428644285754142)	(125, 24.16206424378861)	(130, 28.38212653869804)	(135, 32.69054602876133)	(140, 34.83889606837112)
SRR10898059_2 - polya	(1, 0.002829018168230161)	(2, 0.011637471740722074)	(3, 0.01524349864429635)	(4, 0.020400011160670927)	(5, 0.025295166193338846)	(6, 0.03027861767320496)	(7, 0.03746948033302595)	(8, 0.05100709161745317)	(9, 0.06804477406881684)	(10, 0.10133253466253626)	(15, 0.1456368663802801)	(20, 0.19033888529620457)	(25, 0.24171258376242463)	(30, 0.2948903552377982)	(35, 0.33096616444824783)	(40, 0.3650916817329838)	(45, 0.4029800404115179)	(50, 0.43890468610436423)	(55, 0.48417533414024516)	(60, 0.5204100769556516)	(65, 0.5582405131648237)	(70, 0.6028535292619723)	(75, 0.6454583309640454)	(80, 0.6828112599867697)	(85, 0.7253284716132219)	(90, 0.763682329161385)	(95, 0.8137640740122013)	(100, 0.8470737321248256)	(105, 0.8785009099831849)	(110, 0.9083952615181833)	(115, 0.9333252336059104)	(120, 0.9576441942790259)	(125, 0.9794852034579714)	(130, 1.005443652562663)	(135, 1.0357978519946698)	(140, 1.0545633193248076)
SRR10898060_1 - illumina_universal_adapter	(1, 1.0744282600132147e-05)	(2, 2.865142026701906e-05)	(3, 0.0001611642390019822)	(4, 0.000411864166338399)	(5, 0.0004834927170059466)	(6, 0.0005479584126067395)	(7, 0.0005873541154738908)	(8, 0.0006374941009411741)	(9, 0.0006947969414752122)	(10, 0.0012212667888816873)	(15, 0.0025184598414709756)	(20, 0.004539101255802494)	(25, 0.00681688916703051)	(30, 0.009540206663410673)	(35, 0.012779966010103852)	(40, 0.016929407950274887)	(45, 0.021768632833374404)	(50, 0.028253165525307496)	(55, 0.03638945259563424)	(60, 0.047824950709708214)	(65, 0.06331534107707207)	(70, 0.08842258065706088)	(75, 0.1261937479950721)	(80, 0.1899961632166835)	(85, 0.29392847394978844)	(90, 0.47063181073358845)	(95, 0.7648904923019543)	(100, 1.227951165229983)	(105, 1.9352515865097224)	(110, 2.9047368569399135)	(115, 4.239712537435318)	(120, 5.873880674069071)	(125, 7.912868309083069)	(130, 10.174015475420001)	(135, 12.758019022179315)	(140, 14.324599890974183)
SRR10898060_1 - polya	(1, 0.007116296508820859)	(2, 0.019862597100110964)	(3, 0.024006308756228594)	(4, 0.03538092260223516)	(5, 0.042669127632658135)	(6, 0.04953472421414258)	(7, 0.057037814896568194)	(8, 0.07594058941773402)	(9, 0.09844986146501086)	(10, 0.1391470550977914)	(15, 0.2174778892513015)	(20, 0.28408671108806743)	(25, 0.3541802619148095)	(30, 0.41453304613627184)	(35, 0.4636458781869825)	(40, 0.52440694514725)	(45, 0.589030939845018)	(50, 0.6591359512398669)	(55, 0.7590649422761626)	(60, 0.8254710553145393)	(65, 0.8993200910527811)	(70, 0.9783056101593924)	(75, 1.0611941689918787)	(80, 1.137061697287932)	(85, 1.2502484167672838)	(90, 1.3362965109697156)	(95, 1.4337013118804869)	(100, 1.4912097263549406)	(105, 1.5513440434968673)	(110, 1.6139925227672243)	(115, 1.6751009881982295)	(120, 1.7369816094054304)	(125, 1.8012596382034745)	(130, 1.8738938537223941)	(135, 1.9422539936229817)	(140, 1.9719483255877204)
SRR10898060_2 - illumina_universal_adapter	(1, 1.432571013350953e-05)	(2, 2.1488565200264295e-05)	(3, 0.00013967567380171792)	(4, 0.00037604989100462516)	(5, 0.00044409701413879545)	(6, 0.0004978184271394562)	(7, 0.00053363270247323)	(8, 0.0005801912604071359)	(9, 0.0006374941009411741)	(10, 0.0011503545237208151)	(15, 0.002429640438643216)	(20, 0.004716740061458013)	(25, 0.008026695387805389)	(30, 0.012648169476875564)	(35, 0.018312555263665233)	(40, 0.025029164459761177)	(45, 0.03249572458134634)	(50, 0.04157750852048471)	(55, 0.05249728106975234)	(60, 0.06652143500495149)	(65, 0.08431539956178369)	(70, 0.11145402483870415)	(75, 0.15045505439167717)	(80, 0.2143770892929034)	(85, 0.31625222805083636)	(90, 0.48649681842094356)	(95, 0.7665895215237886)	(100, 1.2035623600131897)	(105, 1.8678118734852132)	(110, 2.768577428690465)	(115, 3.997538556484861)	(120, 5.491687918559197)	(125, 7.338095032248427)	(130, 9.359762883711014)	(135, 11.640796284569774)	(140, 13.009997519145148)
SRR10898060_2 - polya	(1, 0.007356252153557143)	(2, 0.020485765490918628)	(3, 0.02465812856730328)	(4, 0.035201851225566294)	(5, 0.04190270214051538)	(6, 0.048317038852794265)	(7, 0.05609231802775656)	(8, 0.0745975540927175)	(9, 0.09596435075684696)	(10, 0.13494747317215308)	(15, 0.21154704525602855)	(20, 0.2769131117387125)	(25, 0.3458190611953867)	(30, 0.4048080378121389)	(35, 0.4520757183976536)	(40, 0.509492448327253)	(45, 0.5710901367593173)	(50, 0.6375442409266413)	(55, 0.7311777986447664)	(60, 0.7939938887236856)	(65, 0.8627444042254112)	(70, 0.9354402202979053)	(75, 1.0122654223163834)	(80, 1.0817981215913988)	(85, 1.1849253274150005)	(90, 1.2636544163102221)	(95, 1.3521314346657907)	(100, 1.4052626284089504)	(105, 1.4590320325385586)	(110, 1.5152511331009966)	(115, 1.5680249003763256)	(120, 1.6233106809235653)	(125, 1.6806120888865905)	(130, 1.7447038834528985)	(135, 1.8063201953081365)	(140, 1.8347330925014327)
SRR10898061_1 - illumina_universal_adapter	(1, 1.8923200267407528e-05)	(2, 3.406176048133355e-05)	(3, 0.00016652416235318624)	(4, 0.00037089472524118756)	(5, 0.00045037216636429917)	(6, 0.0005109264072200032)	(7, 0.0005374188875943738)	(8, 0.0005904038483431148)	(9, 0.000681235209626671)	(10, 0.0011838354087290149)	(15, 0.0024834808030945637)	(20, 0.004388668606017153)	(25, 0.006651126429988398)	(30, 0.009208786178131199)	(35, 0.012035155370071188)	(40, 0.015747887262536543)	(45, 0.020221331805751683)	(50, 0.026222257074551957)	(55, 0.03399742160042436)	(60, 0.04516059590217341)	(65, 0.06050731131904091)	(70, 0.08471311217309793)	(75, 0.1217798768568958)	(80, 0.18628679578445598)	(85, 0.2911637132344927)	(90, 0.4692310277507975)	(95, 0.7637153841682148)	(100, 1.2296325810881839)	(105, 1.942657253308078)	(110, 2.9431442607901603)	(115, 4.32611456135719)	(120, 6.0397435649008235)	(125, 8.174833869440212)	(130, 10.567870101464687)	(135, 13.301399802108742)	(140, 14.976119678190543)
SRR10898061_1 - polya	(1, 0.007081061540063897)	(2, 0.018900492427086638)	(3, 0.02303331936548844)	(4, 0.03286202958437991)	(5, 0.03820215669984232)	(6, 0.04418567262439658)	(7, 0.05067254567606388)	(8, 0.06794185824009999)	(9, 0.087481954836225)	(10, 0.12474325001877182)	(15, 0.19543956928979564)	(20, 0.25686881892586466)	(25, 0.32187455341247373)	(30, 0.3788530663456485)	(35, 0.42555098303754607)	(40, 0.4815348925646658)	(45, 0.5408061404422397)	(50, 0.6023103259513677)	(55, 0.6876607715094719)	(60, 0.746497542708906)	(65, 0.8120815701956869)	(70, 0.8805457087631675)	(75, 0.9516833170644274)	(80, 1.016103946198768)	(85, 1.1068739963134577)	(90, 1.1796942555824956)	(95, 1.2612842827834603)	(100, 1.3118069567134065)	(105, 1.3639116101857076)	(110, 1.417197071354695)	(115, 1.4679854270163957)	(120, 1.519646520674429)	(125, 1.5735897522847115)	(130, 1.634639024059411)	(135, 1.6919195512688536)	(140, 1.7172879935473402)
SRR10898061_2 - illumina_universal_adapter	(1, 1.5138560213926023e-05)	(2, 2.2707840320889032e-05)	(3, 0.0001362470419253342)	(4, 0.000336832964759854)	(5, 0.0004163104058829656)	(6, 0.0004768646467386697)	(7, 0.0004995724870595587)	(8, 0.0005525574478082998)	(9, 0.000643388809091856)	(10, 0.0011149549597556517)	(15, 0.00242292656223886)	(20, 0.00451431865579274)	(25, 0.00758593252319833)	(30, 0.01149849341048751)	(35, 0.016235348901424963)	(40, 0.021932746037936022)	(45, 0.028522561299058013)	(50, 0.0369373299939688)	(55, 0.047024909592518406)	(60, 0.06053380379941529)	(65, 0.07810058907165504)	(70, 0.10433647085039952)	(75, 0.14273542883302287)	(80, 0.20722493841633707)	(85, 0.31036697686585785)	(90, 0.4829238554642936)	(95, 0.7652655727341209)	(100, 1.2085339697180353)	(105, 1.882299813735155)	(110, 2.819484174754695)	(115, 4.103078910653428)	(120, 5.68336520504877)	(125, 7.632980897559179)	(130, 9.787998845836169)	(135, 12.2171011837143)	(140, 13.690246588979612)
SRR10898061_2 - polya	(1, 0.007149185061026564)	(2, 0.01922597147168605)	(3, 0.023438275851210964)	(4, 0.03208996301346968)	(5, 0.03723328884615105)	(6, 0.04332655933225628)	(7, 0.04975287814306787)	(8, 0.06600790717277094)	(9, 0.08509763160253166)	(10, 0.12072471920998515)	(15, 0.1886749036582028)	(20, 0.24806574616146668)	(25, 0.3111678067011745)	(30, 0.3659958871559611)	(35, 0.411526620855365)	(40, 0.4650081263791228)	(45, 0.5207202987504027)	(50, 0.5789999709339644)	(55, 0.6593070051567992)	(60, 0.7153726629090741)	(65, 0.777111496101518)	(70, 0.8414026905460297)	(75, 0.9069927734568962)	(80, 0.967069392737851)	(85, 1.051236759815237)	(90, 1.1182899845707794)	(95, 1.1931494079006328)	(100, 1.2406708622681681)	(105, 1.2882884464930615)	(110, 1.3366167861199991)	(115, 1.382683424850976)	(120, 1.4298771293898795)	(125, 1.4782637524736406)	(130, 1.5329449888943523)	(135, 1.5836727903151968)	(140, 1.6079573116823664)
SRR10898063_1 - illumina_universal_adapter	(1, 1.8819246594045704e-05)	(2, 3.763849318809141e-05)	(3, 5.9594280881144724e-05)	(4, 0.00015682705495038087)	(5, 0.00016937321934641132)	(6, 0.00021014825363351036)	(7, 0.0002164213358315256)	(8, 0.00024465020572259414)	(9, 0.0002634694523166398)	(10, 0.000426569589465036)	(15, 0.0009723277406923612)	(20, 0.002123438324028157)	(25, 0.003543036825439004)	(30, 0.005536622347968245)	(35, 0.007926666665412049)	(40, 0.011390662655156062)	(45, 0.015915436844584453)	(50, 0.02296073546117536)	(55, 0.032933054231360184)	(60, 0.049333400329851215)	(65, 0.07562012397241426)	(70, 0.1215955434016679)	(75, 0.2046473878540708)	(80, 0.3540320580847264)	(85, 0.6318217024429954)	(90, 1.099951716086322)	(95, 1.939914285859463)	(100, 3.188502293470217)	(105, 5.19668339634958)	(110, 7.713415118015183)	(115, 11.277240937858409)	(120, 15.117036580914263)	(125, 19.935800649477294)	(130, 24.611004604630526)	(135, 29.90226851589602)	(140, 32.74455438439202)
SRR10898063_1 - polya	(1, 0.0016341379125829685)	(2, 0.008355745487756291)	(3, 0.011602065525229176)	(4, 0.017514445496858533)	(5, 0.021660952829746605)	(6, 0.027030711191247645)	(7, 0.033347704964648985)	(8, 0.047383726382708075)	(9, 0.06379724595381493)	(10, 0.09591229026655393)	(15, 0.1421003671823203)	(20, 0.18815169090616993)	(25, 0.24263090056305306)	(30, 0.29636549536303175)	(35, 0.33463568792846327)	(40, 0.37298178478849076)	(45, 0.4143000679939379)	(50, 0.4544584583009721)	(55, 0.5041588339394072)	(60, 0.5430996189918065)	(65, 0.5851355428007066)	(70, 0.6359468812964102)	(75, 0.6838851481454228)	(80, 0.7254292623099985)	(85, 0.7763773539976189)	(90, 0.825021969902128)	(95, 0.8884629047870958)	(100, 0.9296720363622974)	(105, 0.970327882087634)	(110, 1.0090315446329483)	(115, 1.0396887246428688)	(120, 1.0686471539935662)	(125, 1.0947525855606068)	(130, 1.125358953604723)	(135, 1.1609047465715565)	(140, 1.1776206287046078)
SRR10898063_2 - illumina_universal_adapter	(1, 2.195578769305332e-05)	(2, 3.450195208908379e-05)	(3, 5.332119868312949e-05)	(4, 0.00013487126725732755)	(5, 0.0001442808905543504)	(6, 0.00017564630154442656)	(7, 0.0001787828426434342)	(8, 0.0002007386303364875)	(9, 0.0002195578769305332)	(10, 0.00038767647983734146)	(15, 0.0009522538776587127)	(20, 0.002297202700913179)	(25, 0.00437296560023642)	(30, 0.007464967815638129)	(35, 0.011066344305518675)	(40, 0.01569587896765392)	(45, 0.021681654001000056)	(50, 0.030172270756013676)	(55, 0.04159931728791823)	(60, 0.05898704652437685)	(65, 0.08594436265390773)	(70, 0.1320496348846603)	(75, 0.21401372688392734)	(80, 0.3594770934326036)	(85, 0.627976303055612)	(90, 1.0775568126394075)	(95, 1.8794386369294969)	(100, 3.065663425176903)	(105, 4.962664810336182)	(110, 7.321918958427469)	(115, 10.637003268338555)	(120, 14.185502066447373)	(125, 18.59919878939551)	(130, 22.827453165638794)	(135, 27.55536606665263)	(140, 30.072553841394026)
SRR10898063_2 - polya	(1, 0.00207952674864205)	(2, 0.00947862720120102)	(3, 0.012568120183723523)	(4, 0.017109831695086553)	(5, 0.021146560089509357)	(6, 0.025437348312951774)	(7, 0.03161947081909579)	(8, 0.04347559617334458)	(9, 0.05949077502487748)	(10, 0.08975149623988317)	(15, 0.13417181859224886)	(20, 0.17975203384302754)	(25, 0.23438242478088284)	(30, 0.28825565469743764)	(35, 0.3257034461867094)	(40, 0.3630138571758446)	(45, 0.4028818037771106)	(50, 0.44074738254077017)	(55, 0.4881900758961396)	(60, 0.5253982356454472)	(65, 0.5653182488289566)	(70, 0.6124811627182946)	(75, 0.6585293499010452)	(80, 0.6990396601193881)	(85, 0.7475111389552319)	(90, 0.791443415512592)	(95, 0.851282973907679)	(100, 0.8906453100837851)	(105, 0.9286131400872725)	(110, 0.9655917050281326)	(115, 0.9946962971940441)	(120, 1.0218098130703055)	(125, 1.0470646146912952)	(130, 1.076544337172648)	(135, 1.1100865076854354)	(140, 1.1280726889635846)
SRR10898064_1 - illumina_universal_adapter	(1, 4.199303251604494e-05)	(2, 4.199303251604494e-05)	(3, 6.298954877406741e-05)	(4, 0.00011398108825783627)	(5, 0.00013797710683843337)	(6, 0.00017397113470932904)	(7, 0.00017997013935447831)	(8, 0.00019196814864477687)	(9, 0.00022496267419309788)	(10, 0.000389935301934703)	(15, 0.0009940350697012353)	(20, 0.0019706730259315373)	(25, 0.0034470280691027743)	(30, 0.005704453517072447)	(35, 0.008521586098434546)	(40, 0.012671697511948816)	(45, 0.017731857930132232)	(50, 0.025500568945600544)	(55, 0.03629397810315312)	(60, 0.05434018387669117)	(65, 0.0819248070360166)	(70, 0.1293175436331604)	(75, 0.2130480510673669)	(80, 0.35837993760075326)	(85, 0.6242270282514725)	(90, 1.0672967141291916)	(95, 1.8669934284503515)	(100, 3.065273009902197)	(105, 4.956818564663751)	(110, 7.2791142493637455)	(115, 10.461176481598173)	(120, 13.828342201461933)	(125, 17.95152648272599)	(130, 21.90578599198821)	(135, 26.160795400827094)	(140, 28.360597409677787)
SRR10898064_1 - polya	(1, 0.0028915202389619516)	(2, 0.011692060053395941)	(3, 0.0155524195425495)	(4, 0.02188136944318199)	(5, 0.026995520903171744)	(6, 0.03343845189206207)	(7, 0.04119816440056266)	(8, 0.05629166008775824)	(9, 0.07497256055275309)	(10, 0.11287067249801912)	(15, 0.16088550587686493)	(20, 0.2098409831840701)	(25, 0.26693231059102673)	(30, 0.3240878273476865)	(35, 0.36304536351328587)	(40, 0.400060421974786)	(45, 0.4413641688571032)	(50, 0.4809144066816434)	(55, 0.5297445047917649)	(60, 0.568667846630887)	(65, 0.611469544973098)	(70, 0.6638942466665931)	(75, 0.7147640063560654)	(80, 0.7588002998542482)	(85, 0.8057947025429539)	(90, 0.8512035683039472)	(95, 0.9125817844303274)	(100, 0.9542154765681279)	(105, 0.9954298382812323)	(110, 1.0341972059995803)	(115, 1.0656751831736078)	(120, 1.0960145492659856)	(125, 1.1235133866588853)	(130, 1.1552973130698156)	(135, 1.1937923259772738)	(140, 1.2127707770726681)
SRR10898064_2 - illumina_universal_adapter	(1, 3.89935301934703e-05)	(2, 4.199303251604494e-05)	(3, 5.3991041806343494e-05)	(4, 0.00010198307896753771)	(5, 0.00012597909754813482)	(6, 0.0001559741207738812)	(7, 0.00016197312541903048)	(8, 0.00017697063703190366)	(9, 0.00021296466490279933)	(10, 0.0003689387856766805)	(15, 0.0010078327803850783)	(20, 0.0022028345056988147)	(25, 0.004512451294081286)	(30, 0.008108854578848277)	(35, 0.012400542501988071)	(40, 0.01831256157978268)	(45, 0.025416582880568455)	(50, 0.03513377060478125)	(55, 0.04790565149430406)	(60, 0.06769576791818702)	(65, 0.09668055876169027)	(70, 0.1448867603887163)	(75, 0.22807435790253677)	(80, 0.36949249380542787)	(85, 0.6252510583443994)	(90, 1.048744192363603)	(95, 1.8084155476923267)	(100, 2.9377029763221687)	(105, 4.710660207258412)	(110, 6.868502778019071)	(115, 9.804095304507076)	(120, 12.88185644237908)	(125, 16.61392001839055)	(130, 20.140825434243947)	(135, 23.89615015076698)	(140, 25.821923626431904)
SRR10898064_2 - polya	(1, 0.003209467485154863)	(2, 0.01288886148010322)	(3, 0.01686320205751462)	(4, 0.022163322661504004)	(5, 0.02666857515001111)	(6, 0.031695741042646206)	(7, 0.039023525216696046)	(8, 0.05217334339886326)	(9, 0.06900655043315213)	(10, 0.10413492193375276)	(15, 0.15133629028271628)	(20, 0.19947590295818118)	(25, 0.25627387903799004)	(30, 0.31367355528370733)	(35, 0.35282245969748705)	(40, 0.38972893617490983)	(45, 0.4303014043909834)	(50, 0.46960088382135634)	(55, 0.51790906852735)	(60, 0.5568318104660075)	(65, 0.5968367728426499)	(70, 0.6459104305413645)	(75, 0.6932485761962376)	(80, 0.7353399923884629)	(85, 0.7811291950439584)	(90, 0.8229686530410876)	(95, 0.8799459993597862)	(100, 0.919100902778211)	(105, 0.9569600211932837)	(110, 0.9930380351292115)	(115, 1.0223071787928948)	(120, 1.0510544090524498)	(125, 1.0774218341692745)	(130, 1.1076328215622464)	(135, 1.143199120401943)	(140, 1.1627510763414135)
SRR10898065_1 - illumina_universal_adapter	(1, 3.538947604748248e-05)	(2, 4.600631886172723e-05)	(3, 6.0162109280720226e-05)	(4, 9.55515853282027e-05)	(5, 0.0001167852709566922)	(6, 0.00017340843263266418)	(7, 0.00019464211826115366)	(8, 0.00022295369909913965)	(9, 0.00025834317514662216)	(10, 0.0005973743556815043)	(15, 0.0018678565457861257)	(20, 0.004234704703841755)	(25, 0.007201758375662686)	(30, 0.011272255910644121)	(35, 0.016053374124659008)	(40, 0.02236898002009273)	(45, 0.030304008339459253)	(50, 0.04128111601986737)	(55, 0.0555643085526313)	(60, 0.07831266375595304)	(65, 0.11236017087171499)	(70, 0.17102035078898006)	(75, 0.27196883121442383)	(80, 0.45119883265689886)	(85, 0.7782443054440198)	(90, 1.323858013458476)	(95, 2.300574994051029)	(100, 3.740569235475486)	(105, 5.996085640833341)	(110, 8.755550308475907)	(115, 12.480163136991104)	(120, 16.47499514102494)	(125, 21.349095664406978)	(130, 26.034236203802045)	(135, 31.086957321849024)	(140, 33.71145572911026)
SRR10898065_1 - polya	(1, 0.0027356064984703963)	(2, 0.010822101775320144)	(3, 0.01446721780821084)	(4, 0.02046927294586387)	(5, 0.02539194906406868)	(6, 0.03158156842477337)	(7, 0.03883287206690253)	(8, 0.05328593408469438)	(9, 0.07083557525664094)	(10, 0.10705670399123926)	(15, 0.14951770514252968)	(20, 0.19046474450850884)	(25, 0.23795671357470938)	(30, 0.2857091491846194)	(35, 0.31946504701775014)	(40, 0.35257968754490043)	(45, 0.38788706000795276)	(50, 0.42160898394407775)	(55, 0.4632128519854982)	(60, 0.49591626680097683)	(65, 0.5312646910562442)	(70, 0.5730009157380823)	(75, 0.6139146889965768)	(80, 0.6499185263482434)	(85, 0.6900954907154293)	(90, 0.7281752747320415)	(95, 0.7767338826063132)	(100, 0.809588764379275)	(105, 0.8418682132717047)	(110, 0.8717022493692534)	(115, 0.8966327196656628)	(120, 0.9203861359887332)	(125, 0.9418916127932672)	(130, 0.9655777891118472)	(135, 0.9926153488121241)	(140, 1.0059812461257371)
SRR10898065_2 - illumina_universal_adapter	(1, 3.538947604748248e-05)	(2, 3.892842365223073e-05)	(3, 5.662316167597198e-05)	(4, 7.431789969971322e-05)	(5, 9.201263772345446e-05)	(6, 0.00014155790418992993)	(7, 0.00016279158981841944)	(8, 0.00019464211826115366)	(9, 0.00022295369909913965)	(10, 0.0005280109826284387)	(15, 0.001799908751774959)	(20, 0.004420853347851512)	(25, 0.00860742836426869)	(30, 0.014487035914797431)	(35, 0.02135471763657188)	(40, 0.029748393565513776)	(45, 0.03988960182168035)	(50, 0.05319109028888712)	(55, 0.06934284715695813)	(60, 0.09354217087822665)	(65, 0.12858553784996476)	(70, 0.18742832746363486)	(75, 0.2862456536414992)	(80, 0.4590029199148898)	(85, 0.7713107992967969)	(90, 1.2882172721310563)	(95, 2.206376702286882)	(100, 3.5505758787879302)	(105, 5.64353638823784)	(110, 8.183543129225239)	(115, 11.58532537155057)	(120, 15.201410709449993)	(125, 19.570289657199133)	(130, 23.69938296325143)	(135, 28.105113680198325)	(140, 30.37851026443441)
SRR10898065_2 - polya	(1, 0.0030258002020597525)	(2, 0.012510179782785059)	(3, 0.016208380029746977)	(4, 0.021021348772204598)	(5, 0.02586616804310495)	(6, 0.03053403993376789)	(7, 0.037410215129793735)	(8, 0.05000532965509275)	(9, 0.06653221496926708)	(10, 0.09866515143086022)	(15, 0.1401274615680907)	(20, 0.18172212834573875)	(25, 0.2287710211718248)	(30, 0.27632598350538984)	(35, 0.31012859544690324)	(40, 0.3424023820231654)	(45, 0.37673725168443284)	(50, 0.40984410652685277)	(55, 0.44997011004853027)	(60, 0.48190061870713186)	(65, 0.5150640967112278)	(70, 0.5544313498664473)	(75, 0.593077365499819)	(80, 0.6271694633554008)	(85, 0.6646844313342951)	(90, 0.6999302261090248)	(95, 0.7452775929267479)	(100, 0.7766220518620031)	(105, 0.8061064399362026)	(110, 0.8339395550580267)	(115, 0.8573504012529574)	(120, 0.8796740827437093)	(125, 0.9003606470725047)	(130, 0.9235584486216293)	(135, 0.9500920621829898)	(140, 0.9653930560468794)
SRR10898066_1 - illumina_universal_adapter	(1, 5.0645416750161264e-05)	(2, 6.0774500100193514e-05)	(3, 7.765630568358061e-05)	(4, 0.00011817263908370961)	(5, 0.00012830172243374186)	(6, 0.0001688180558338709)	(7, 0.00017894713918390314)	(8, 0.00019582894476729022)	(9, 0.0002464743615174515)	(10, 0.0005253617897550062)	(15, 0.001374178974487709)	(20, 0.002936083627062682)	(25, 0.004872764363588849)	(30, 0.007550218729114042)	(35, 0.01096507036252158)	(40, 0.015778410770456906)	(45, 0.021682991091302378)	(50, 0.030422364205710206)	(55, 0.04231593387531807)	(60, 0.06237962217506197)	(65, 0.09351034694305109)	(70, 0.1466745290862537)	(75, 0.24279885480583646)	(80, 0.41251569796896687)	(85, 0.7284809734454262)	(90, 1.257301507528357)	(95, 2.2122431243360174)	(100, 3.6174522080304383)	(105, 5.844299444740533)	(110, 8.569041773521462)	(115, 12.27296056393334)	(120, 16.18680730786353)	(125, 20.962173782319585)	(130, 25.511039772352227)	(135, 30.432787032477385)	(140, 32.996518802870646)
SRR10898066_1 - polya	(1, 0.0029948323104928695)	(2, 0.012755892298807284)	(3, 0.01681427836105354)	(4, 0.023445451594207987)	(5, 0.02859440229714105)	(6, 0.03499935933547811)	(7, 0.04276498990383617)	(8, 0.05882633973587065)	(9, 0.07771032746144745)	(10, 0.11612926533589647)	(15, 0.16630536789083955)	(20, 0.2160054035283311)	(25, 0.2743104331077868)	(30, 0.3331009834158206)	(35, 0.3730507634205712)	(40, 0.41125023782243614)	(45, 0.4535202531865674)	(50, 0.4943019685704673)	(55, 0.5433010716401366)	(60, 0.582783563266339)	(65, 0.6252892486364143)	(70, 0.6767551211379282)	(75, 0.7266888009646939)	(80, 0.7686981612506176)	(85, 0.8158058268227244)	(90, 0.8603920259128962)	(95, 0.9197072627384617)	(100, 0.9594747192429118)	(105, 0.9984156425459991)	(110, 1.034793232489305)	(115, 1.0638056282926907)	(120, 1.0912480161768214)	(125, 1.1159663559120168)	(130, 1.1441994875696735)	(135, 1.1773182137631621)	(140, 1.1938509036070848)
